-9.792267085;-11.28249791;-17.0581788
11.69267565;-4.104847435;-12.38484462
-13.06650457;-13.74108844;20.65193274
8.05500428;2.941303408;-9.022491429
0.486958995;17.13699904;11.93332827
8.047081004;0.296451819;-12.05986237
14.0922899;8.120113804;15.15647974
-13.03022836;-11.04536067;-9.416541334
-5.233194793;17.2973239;-16.00341754
13.58808125;-8.73519807;-13.0985875
-10.55347134;15.2273326;-6.423977192
-15.67297729;6.571201269;9.507654408
-7.717483815;2.194092955;-3.433531254
-3.418421689;11.10219811;19.40044008
11.31743499;-8.461122028;-10.20364174
-5.105347382;-1.871094601;-15.18261891
-4.185383773;17.01883786;-19.69986683
-16.65964812;-6.764229878;6.60805628
-14.92303545;-5.49118398;6.347137576
-13.49403888;8.646280946;-4.15543026
15.04277323;-1.263103449;-11.40304566
-5.80045846;8.905422251;-17.63540998
1.46126156;14.44704864;11.57052751
-17.13718459;-17.22295747;17.09467611
4.079297952;1.705071654;-12.22206328
-8.516130319;-13.52915725;2.806535115
18.56142615;19.34096189;3.987699798
-5.088823029;10.2098353;15.10437135
-9.803245314;-6.928661008;13.98215588
17.76550812;19.8398349;-7.139432534
-2.828028426;4.728288272;16.59274397
-5.916955476;18.79822218;-9.350950358
9.511249358;-1.619055638;-10.14408449
-2.27163887;-17.7966551;19.40821449
-8.927199397;9.760898028;19.05423761
6.648972818;-2.453046498;3.285027082
10.59969126;-2.344589547;3.321140002
19.30975251;14.2570789;-12.77338932
0.00416346;14.37198441;-6.683480574
9.009222717;-19.19883471;-1.104750137
